Front,Back,Tags
"地铁站<br><span style=""font-size:0.55em;color:#666"">dìtiězhàn</span>",underground station<br><br>地铁站离我家很近。<br>Dìtiězhàn lí wǒ jiā hěn jìn.<br>The subway station is close to my home.,"type::noun lesson::lesson21 frequency::high topic::transport,places hsk::2"
"上班<br><span style=""font-size:0.55em;color:#666"">shàngbān</span>",go to work<br><br>你为什么喜欢坐地铁上班？<br>Nǐ wèishénme xǐhuan zuò dìtiě shàngbān?<br>Why do you like taking the subway to work?,type::verb lesson::lesson21 frequency::high topic::work hsk::1 grammar::separable
"堵车<br><span style=""font-size:0.55em;color:#666"">dǔchē</span>",be traffic-jammed<br><br>早上开车常常堵车。<br>Zǎoshang kāichē chángcháng dǔchē.<br>There's often traffic in the morning driving.,type::verb lesson::lesson21 frequency::high topic::transport hsk::3
"来得及<br><span style=""font-size:0.55em;color:#666"">láidejí</span>",have enough time to do sth<br><br>坐地铁来得及吗？<br>Zuò dìtiě láidejí ma?<br>Is there enough time if I take the subway?,type::verb lesson::lesson21 frequency::high topic::time hsk::3
"来不及<br><span style=""font-size:0.55em;color:#666"">láibují</span>","not have enough time to do sth<br><br>堵车了，来不及了。<br>Dǔchē le, láibují le.<br>There's traffic, we won't make it in time.",type::verb lesson::lesson21 frequency::high topic::time hsk::3
"打车<br><span style=""font-size:0.55em;color:#666"">dǎchē</span>","take a taxi<br><br>堵车了，我们打车吧。<br>Dǔchē le, wǒmen dǎchē ba.<br>There's traffic, let's take a taxi.",type::verb lesson::lesson21 frequency::high topic::transport hsk::2
"比较<br><span style=""font-size:0.55em;color:#666"">bǐjiào</span>",comparatively<br><br>坐地铁比较快。<br>Zuò dìtiě bǐjiào kuài.<br>Taking the subway is comparatively fast.,type::adverb lesson::lesson21 frequency::high topic::grammar hsk::2
"地方<br><span style=""font-size:0.55em;color:#666"">dìfang</span>",place<br><br>你要去什么地方？<br>Nǐ yào qù shénme dìfang?<br>Where do you want to go?,type::noun lesson::lesson21 frequency::high topic::location hsk::2
"选择<br><span style=""font-size:0.55em;color:#666"">xuǎnzé</span>",select; choose<br><br>你选择坐飞机还是坐火车？<br>Nǐ xuǎnzé zuò fēijī háishi zuò huǒchē?<br>Do you choose to fly or take the train?,type::verb lesson::lesson21 frequency::high topic::decisions hsk::3
"火车票<br><span style=""font-size:0.55em;color:#666"">huǒchēpiào</span>",train ticket<br><br>我买了一张火车票。<br>Wǒ mǎi le yī zhāng huǒchēpiào.<br>I bought a train ticket.,type::noun lesson::lesson21 frequency::high topic::transport hsk::2
"飞机票<br><span style=""font-size:0.55em;color:#666"">fēijīpiào</span>",air ticket<br><br>飞机票比火车票贵。<br>Fēijīpiào bǐ huǒchēpiào guì.<br>Air tickets are more expensive than train tickets.,type::noun lesson::lesson21 frequency::high topic::transport hsk::2
"那么<br><span style=""font-size:0.55em;color:#666"">nàme</span>",like that; so<br><br>火车没有那么快。<br>Huǒchē méiyǒu nàme kuài.<br>Trains aren't as fast as that.,type::pronoun lesson::lesson21 frequency::high topic::grammar hsk::2
"走路<br><span style=""font-size:0.55em;color:#666"">zǒulù</span>",walk<br><br>走路比坐车慢。<br>Zǒulù bǐ zuò chē màn.<br>Walking is slower than driving.,type::verb lesson::lesson21 frequency::high topic::transport hsk::2
"更<br><span style=""font-size:0.55em;color:#666"">gèng</span>",more<br><br>坐地铁更快。<br>Zuò dìtiě gèng kuài.<br>Taking the subway is even faster.,type::adverb lesson::lesson21 frequency::high topic::grammar hsk::2
"公交车<br><span style=""font-size:0.55em;color:#666"">gōngjiāochē</span>",bus<br><br>我坐公交车上班。<br>Wǒ zuò gōngjiāochē shàngbān.<br>I take the bus to work.,type::noun lesson::lesson21 frequency::high topic::transport hsk::2
"慢<br><span style=""font-size:0.55em;color:#666"">màn</span>",slow<br><br>火车比飞机慢。<br>Huǒchē bǐ fēijī màn.<br>Trains are slower than planes.,type::adjective lesson::lesson21 frequency::high topic::description hsk::1
"开车<br><span style=""font-size:0.55em;color:#666"">kāichē</span>",drive (a vehicle)<br><br>早上开车常常堵车。<br>Zǎoshang kāichē chángcháng dǔchē.<br>There's often traffic when driving in the morning.,type::verb lesson::lesson21 frequency::high topic::transport hsk::2
"一样<br><span style=""font-size:0.55em;color:#666"">yíyàng</span>",the same; equal<br><br>坐火车和坐飞机的时间不一样。<br>Zuò huǒchē hé zuò fēijī de shíjiān bù yíyàng.<br>The time for taking a train and a plane isn't the same.,type::adjective lesson::lesson21 frequency::high topic::comparison hsk::2
"矮<br><span style=""font-size:0.55em;color:#666"">ǎi</span>",short (in stature)<br><br>我妹妹比我矮。<br>Wǒ mèimei bǐ wǒ ǎi.<br>My younger sister is shorter than me.,type::adjective lesson::lesson21 frequency::high topic::description hsk::2
"轻<br><span style=""font-size:0.55em;color:#666"">qīng</span>",light<br><br>这个包很轻。<br>Zhège bāo hěn qīng.<br>This bag is very light.,type::adjective lesson::lesson21 frequency::high topic::description hsk::2
"重<br><span style=""font-size:0.55em;color:#666"">zhòng</span>",heavy<br><br>这个西瓜很重。<br>Zhège xīguā hěn zhòng.<br>This watermelon is very heavy.,type::adjective lesson::lesson21 frequency::high topic::description hsk::2
"听说<br><span style=""font-size:0.55em;color:#666"">tīngshuō</span>",hear about; be told<br><br>你听说过黄鹤楼吗？<br>Nǐ tīngshuōguo Huánghè Lóu ma?<br>Have you heard of the Yellow Crane Tower?,type::verb lesson::lesson22 frequency::high topic::communication hsk::2
"过<br><span style=""font-size:0.55em;color:#666"">guo</span>","[used after a verb to indicate a past action or state]<br><br>我不但听说过，还去过。<br>Wǒ búdàn tīngshuōguo, hái qùguo.<br>Not only have I heard of it, I've also been there.",type::particle lesson::lesson22 frequency::high topic::grammar hsk::1 grammar::experience_particle
"黄鹤楼<br><span style=""font-size:0.55em;color:#666"">Huánghè Lóu</span>",Yellow Crane Tower<br><br>你听说过黄鹤楼吗？<br>Nǐ tīngshuōguo Huánghè Lóu ma?<br>Have you heard of the Yellow Crane Tower?,"type::noun lesson::lesson22 frequency::medium topic::landmarks,travel hsk::3"
"北京<br><span style=""font-size:0.55em;color:#666"">Běijīng</span>",Beijing<br><br>你来武汉多久了？<br>Nǐ lái Wǔhàn duō jiǔ le?<br>How long have you been in Wuhan?,"type::noun lesson::lesson22 frequency::high topic::cities,travel hsk::1"
"有名<br><span style=""font-size:0.55em;color:#666"">yǒumíng</span>",well-known; famous<br><br>长城很有名。<br>Chángchéng hěn yǒumíng.<br>The Great Wall is very famous.,type::adjective lesson::lesson22 frequency::high topic::description hsk::2
"天安门<br><span style=""font-size:0.55em;color:#666"">Tiān'ān Mén</span>",Tian'anmen<br><br>天安门广场很大。<br>Tiān'ān Mén Guǎngchǎng hěn dà.<br>Tian'anmen Square is very large.,"type::noun lesson::lesson22 frequency::high topic::landmarks,travel hsk::2"
"故宫<br><span style=""font-size:0.55em;color:#666"">Gùgōng</span>",Imperial Palace (in Beijing)<br><br>故宫有六百年历史。<br>Gùgōng yǒu liù bǎi nián lìshǐ.<br>The Imperial Palace has 600 years of history.,"type::noun lesson::lesson22 frequency::high topic::landmarks,travel hsk::2"
"长城<br><span style=""font-size:0.55em;color:#666"">Chángchéng</span>",Great Wall<br><br>长城非常壮观。<br>Chángchéng fēicháng zhuàngguān.<br>The Great Wall is very magnificent.,"type::noun lesson::lesson22 frequency::high topic::landmarks,travel hsk::2"
"美食<br><span style=""font-size:0.55em;color:#666"">měishí</span>",choice food<br><br>成都是美食之都。<br>Chéngdū shì měishí zhī dū.<br>Chengdu is the capital of delicious food.,type::noun lesson::lesson22 frequency::high topic::food hsk::2
"火锅<br><span style=""font-size:0.55em;color:#666"">huǒguō</span>","hotpot<br><br>我不但听说过，还去吃过火锅。<br>Wǒ búdàn tīngshuōguo, hái qù chīguo huǒguō.<br>Not only have I heard of it, I've also eaten hotpot.",type::noun lesson::lesson22 frequency::high topic::food hsk::2
"暑假<br><span style=""font-size:0.55em;color:#666"">shǔjià</span>",summer vacation<br><br>暑假你去哪儿了？<br>Shǔjià nǐ qù nǎr le?<br>Where did you go for summer vacation?,"type::noun lesson::lesson22 frequency::high topic::time,school hsk::1"
"城市<br><span style=""font-size:0.55em;color:#666"">chéngshì</span>",city<br><br>上海是个大城市。<br>Shànghǎi shì ge dà chéngshì.<br>Shanghai is a big city.,type::noun lesson::lesson22 frequency::high topic::places hsk::1
"旅游<br><span style=""font-size:0.55em;color:#666"">lǚyóu</span>",travel<br><br>我喜欢旅游。<br>Wǒ xǐhuan lǚyóu.<br>I like to travel.,type::verb type::noun lesson::lesson22 frequency::high topic::travel hsk::1
"上海<br><span style=""font-size:0.55em;color:#666"">Shànghǎi</span>",Shanghai<br><br>上海很现代化。<br>Shànghǎi hěn xiàndàihuà.<br>Shanghai is very modern.,"type::noun lesson::lesson22 frequency::high topic::cities,travel hsk::1"
"西安<br><span style=""font-size:0.55em;color:#666"">Xī'ān</span>",Xi'an<br><br>西安有兵马俑。<br>Xī'ān yǒu bīngmǎyǒng.<br>Xi'an has the Terracotta Warriors.,"type::noun lesson::lesson22 frequency::high topic::cities,travel hsk::2"
"首都<br><span style=""font-size:0.55em;color:#666"">shǒudū</span>",capital (of a country)<br><br>北京是中国的首都。<br>Běijīng shì Zhōngguó de shǒudū.<br>Beijing is the capital of China.,type::noun lesson::lesson22 frequency::high topic::places hsk::2
"一定<br><span style=""font-size:0.55em;color:#666"">yídìng</span>","certainly; surely<br><br>你能来参加我的生日聚会吗？——当然，我一定去。<br>Nǐ néng lái cānjiā wǒ de shēngrì jùhuì ma? — Dāngrán, wǒ yídìng qù.<br>Can you come to my birthday party? — Of course, I'll definitely go.",type::adverb lesson::lesson22 frequency::high topic::grammar hsk::1
"所<br><span style=""font-size:0.55em;color:#666"">suǒ</span>","[used for schools, colleges, hospitals, etc]<br><br>这是一所大学。<br>Zhè shì yī suǒ dàxué.<br>This is a university.",type::measure lesson::lesson22 frequency::medium topic::grammar hsk::2
"大学<br><span style=""font-size:0.55em;color:#666"">dàxué</span>",university; college<br><br>我明年上大学。<br>Wǒ míngnián shàng dàxué.<br>I will go to university next year.,type::noun lesson::lesson22 frequency::high topic::education hsk::1
"举办<br><span style=""font-size:0.55em;color:#666"">jǔbàn</span>",conduct; hold<br><br>北京举办了2008年奥运会。<br>Běijīng jǔbàn le èr líng líng bā nián Àoyùnhuì.<br>Beijing hosted the 2008 Olympics.,type::verb lesson::lesson22 frequency::high topic::events hsk::3
"奥运会<br><span style=""font-size:0.55em;color:#666"">Àoyùnhuì</span>",Olympic Games<br><br>北京举办了2008年奥运会。<br>Běijīng jǔbàn le èr líng líng bā nián Àoyùnhuì.<br>Beijing hosted the 2008 Olympics.,"type::noun lesson::lesson22 frequency::medium topic::sports,events hsk::2"
"除了<br><span style=""font-size:0.55em;color:#666"">chúle</span>","except; besides<br><br>除了北京，我还去过上海。<br>Chúle Běijīng, wǒ hái qùguo Shànghǎi.<br>Besides Beijing, I have also been to Shanghai.",type::preposition lesson::lesson22 frequency::high topic::grammar hsk::2
"奥林匹克<br><span style=""font-size:0.55em;color:#666"">Àolínpǐkè</span>",Olympic<br><br>奥林匹克公园很大。<br>Àolínpǐkè Gōngyuán hěn dà.<br>Olympic Park is very large.,type::adjective type::noun lesson::lesson22 frequency::medium topic::sports hsk::3
"公园<br><span style=""font-size:0.55em;color:#666"">gōngyuán</span>",park<br><br>鸟巢在北京奥林匹克公园。<br>Niǎocháo zài Běijīng Àolínpǐkè Gōngyuán.<br>The Bird's Nest is in Beijing Olympic Park.,type::noun lesson::lesson22 frequency::high topic::places hsk::1
"鸟巢<br><span style=""font-size:0.55em;color:#666"">Niǎocháo</span>",Bird's Nest (officially known as the National Stadium)<br><br>鸟巢在北京奥林匹克公园。<br>Niǎocháo zài Běijīng Àolínpǐkè Gōngyuán.<br>The Bird's Nest is in Beijing Olympic Park.,"type::noun lesson::lesson22 frequency::medium topic::landmarks,sports hsk::3"
"水立方<br><span style=""font-size:0.55em;color:#666"">Shuǐlìfāng</span>",National Aquatics Center<br><br>水立方是游泳比赛场馆。<br>Shuǐlìfāng shì yóuyǒng bǐsài chǎngguǎn.<br>The Water Cube is a swimming competition venue.,"type::noun lesson::lesson22 frequency::medium topic::landmarks,sports hsk::3"
"北京烤鸭<br><span style=""font-size:0.55em;color:#666"">Běijīng kǎoyā</span>","Beijing roast duck<br><br>来北京一定要吃北京烤鸭。<br>Lái Běijīng yídìng yào chī Běijīng kǎoyā.<br>When you come to Beijing, you must eat Peking duck.","type::noun lesson::lesson22 frequency::high topic::food,travel hsk::2"
"头发<br><span style=""font-size:0.55em;color:#666"">tóufa</span>",hair (on the human head)<br><br>她的头发是金色的。<br>Tā de tóufa shì jīnsè de.<br>Her hair is golden.,type::noun lesson::lesson23 frequency::high topic::appearance hsk::2
"颜色<br><span style=""font-size:0.55em;color:#666"">yánsè</span>",colour<br><br>你喜欢什么颜色？<br>Nǐ xǐhuan shénme yánsè?<br>What color do you like?,"type::noun lesson::lesson23 frequency::high topic::appearance,colors hsk::2"
"头<br><span style=""font-size:0.55em;color:#666"">tóu</span>",head<br><br>她的头有点儿疼。<br>Tā de tóu yǒudiǎnr téng.<br>Her head hurts a little.,type::noun lesson::lesson23 frequency::high topic::body hsk::1
"金色<br><span style=""font-size:0.55em;color:#666"">jīnsè</span>",colour of gold<br><br>她的头发是金色的。<br>Tā de tóufa shì jīnsè de.<br>Her hair is golden.,type::noun lesson::lesson23 frequency::medium topic::colors hsk::3
"像<br><span style=""font-size:0.55em;color:#666"">xiàng</span>",be like; look like<br><br>她长得像公主。<br>Tā zhǎng de xiàng gōngzhǔ.<br>She looks like a princess.,"type::verb lesson::lesson23 frequency::high topic::appearance,comparison hsk::2"
"公主<br><span style=""font-size:0.55em;color:#666"">gōngzhǔ</span>",princess<br><br>她长得像公主。<br>Tā zhǎng de xiàng gōngzhǔ.<br>She looks like a princess.,type::noun lesson::lesson23 frequency::medium topic::appearance hsk::3
"长<br><span style=""font-size:0.55em;color:#666"">zhǎng</span>",grow<br><br>她长得很漂亮。<br>Tā zhǎng de hěn piàoliang.<br>She grew up to be very beautiful.,type::verb lesson::lesson23 frequency::high topic::appearance hsk::2
"眼睛<br><span style=""font-size:0.55em;color:#666"">yǎnjing</span>",eye<br><br>她的眼睛很大。<br>Tā de yǎnjing hěn dà.<br>Her eyes are big.,"type::noun lesson::lesson23 frequency::high topic::body,appearance hsk::1"
"鼻子<br><span style=""font-size:0.55em;color:#666"">bízi</span>",nose<br><br>她的鼻子很好看。<br>Tā de bízi hěn hǎokàn.<br>Her nose looks very nice.,"type::noun lesson::lesson23 frequency::high topic::body,appearance hsk::2"
"嘴巴<br><span style=""font-size:0.55em;color:#666"">zuǐba</span>",mouth<br><br>她的嘴巴很小。<br>Tā de zuǐba hěn xiǎo.<br>Her mouth is small.,"type::noun lesson::lesson23 frequency::high topic::body,appearance hsk::2"
"个子<br><span style=""font-size:0.55em;color:#666"">gèzi</span>",height<br><br>她的个子很高。<br>Tā de gèzi hěn gāo.<br>She is quite tall.,type::noun lesson::lesson23 frequency::high topic::appearance hsk::2
